S.N.,Date,Total Transactions,Total Traded Shares,Total Traded Amount,Max. Price,Min. Price,Close
1995,3/21/2013,31,3174,793134,252,245,250
1996,3/19/2013,59,5473,1413615,261,255,260
1997,3/18/2013,41,4336,1106916,257,252,256
1998,3/17/2013,59,5629,1451955,265,255,260
1999,3/14/2013,39,9300,2477564,275,262,265
2000,3/13/2013,64,5687,1493131,275,259,270
2001,3/11/2013,53,5405,1405374,263,257,260
2002,3/7/2013,69,8671,2265826,266,252,260
2003,3/6/2013,43,5661,1440343,257,250,256
2004,3/5/2013,23,1333,336037,254,249,252
2005,3/4/2013,33,2021,509122,255,250,250
2006,3/3/2013,41,7283,1830465,255,248,250
2007,2/28/2013,49,9283,2327783,252,249,250
2008,2/27/2013,36,3682,910972,250,245,250
2009,2/26/2013,27,2202,550690,260,245,250
2010,2/25/2013,31,2352,588900,255,246,255
2011,2/24/2013,31,2131,528781,251,244,250
2012,2/21/2013,23,3237,806090,255,244,250
2013,2/20/2013,48,5135,1287536,255,250,250
2014,2/19/2013,45,6905,1818761,281,257,260
2015,2/17/2013,9,450,121050,276,256,276
2016,2/14/2013,53,4871,1220880,253,245,251
2017,2/13/2013,20,1862,459360,255,242,245
2018,2/12/2013,30,1951,482759,255,244,250
2019,2/10/2013,63,4273,1022327,244,238,244
2020,2/7/2013,17,2011,478839,240,237,240
2021,2/6/2013,38,2204,527551,242,236,238
2022,2/5/2013,28,2382,576632,243,240,242
2023,2/4/2013,25,2909,699241,242,236,242
2024,2/3/2013,55,4519,1095421,248,236,241
2025,1/31/2013,29,2997,708013,246,233,236
2026,1/30/2013,48,5603,1349446,243,240,242
2027,1/28/2013,38,6464,1584602,249,242,243
2028,1/27/2013,47,3268,814458,253,241,250
2029,1/24/2013,35,4722,1213666,260,252,252
2030,1/23/2013,53,4532,1179857,262,257,260
2031,1/22/2013,53,7109,1844536,265,250,261
2032,1/21/2013,75,6088,1518158,255,244,251
2033,1/20/2013,34,2655,650337,251,242,247
2034,1/17/2013,50,5818,1487094,271,250,254
2035,1/16/2013,142,19323,5252055,287,252,270
2036,1/15/2013,148,14770,3792351,264,240,264
2037,1/13/2013,46,5314,1270879,241,235,240
2038,1/10/2013,44,3936,926659,243,234,243
2039,1/9/2013,35,3658,859760,240,233,238
2040,1/8/2013,35,7156,1703991,244,234,239
2041,1/7/2013,63,6744,1618316,241,237,241
2042,1/3/2013,86,10342,2525509,250,235,246
2043,1/2/2013,47,5628,1338716,242,233,242
2044,1/1/2013,81,7961,1886847,241,233,238
2045,12/31/2012,56,14630,3535419,249,233,240
2046,12/27/2012,66,4877,1180004,255,231,250
2047,12/26/2012,50,6219,1457520,240,228,238
2048,12/24/2012,56,3500,761899,230,213,228
2049,12/23/2012,82,7171,1521313,217,205,213
2050,12/20/2012,60,5727,1225914,218,209,209
2051,12/19/2012,76,8116,1754927,218,211,216
2052,12/18/2012,62,5273,1109014,216,203,215
2053,12/17/2012,56,3328,722115,220,215,218
2054,12/16/2012,67,5244,1122454,224,207,215
2055,12/13/2012,36,3290,677622,208,204,208
2056,12/12/2012,61,4574,930981,205,201,203
2057,12/11/2012,43,3414,692828,205,201,205
2058,12/10/2012,47,4919,990072,202,200,201
2059,12/9/2012,33,5198,1049273,205,200,204
2060,12/6/2012,21,1830,378272,208,206,206
2061,12/5/2012,65,5953,1242677,212,205,208
2062,12/4/2012,38,3519,724455,210,203,204
2063,12/3/2012,69,4633,940840,206,200,203
2064,12/2/2012,45,4800,979797,207,200,201
2065,11/29/2012,34,2261,468543,208,206,207
2066,11/28/2012,57,5510,1140060,211,200,208
2067,11/27/2012,29,3234,669924,209,203,203
2068,11/26/2012,64,6583,1360314,209,203,208
2069,11/25/2012,92,7730,1616875,216,206,211
2070,11/22/2012,67,12951,2639478,206,200,205
2071,11/21/2012,30,7505,1525135,208,200,205
2072,11/20/2012,40,3585,733012,210,199,204
2073,11/18/2012,38,4897,994614,209,195,202
2074,11/12/2012,42,3161,614689,196,192,196
2075,11/11/2012,43,2797,546479,200,191,194
2076,11/8/2012,30,3508,694262,201,194,194
2077,11/7/2012,28,4246,817138,199,184,195
2078,11/6/2012,38,3708,702020,190,187,188
2079,11/5/2012,30,2610,490577,191,180,188
2080,11/4/2012,49,3923,724571,190,179,186
2081,11/1/2012,39,2402,435712,182,180,182
2082,10/31/2012,23,2858,530873,189,180,182
2083,10/30/2012,12,1294,231559,183,176,183
2084,10/18/2012,14,1405,248955,179,176,178
2085,10/17/2012,5,517,92026,178,178,178
2086,10/15/2012,22,2449,432540,177,175,176
2087,10/14/2012,31,3698,652719,178,175,177
2088,10/11/2012,44,7164,1258070,177,175,175
2089,10/10/2012,33,3367,596925,181,175,176
2090,10/9/2012,54,5229,917062,176,175,175
2091,10/8/2012,30,3157,552856,176,175,175
2092,10/7/2012,44,3211,567262,178,175,175
2093,10/4/2012,34,2620,458704,177,175,175
2094,10/3/2012,35,2684,468831,176,172,176
2095,10/2/2012,26,2888,505550,176,175,175
2096,10/1/2012,57,4962,869140,176,173,175
2097,9/30/2012,79,5747,1003775,175,173,175
2098,9/27/2012,28,1695,294040,174,173,174
2099,9/26/2012,27,6587,1160788,177,172,177
2100,9/25/2012,55,4295,744936,176,172,175
2101,9/24/2012,4,160,28680,180,177,177
2102,9/23/2012,71,7991,1441392,182,177,180
2103,9/20/2012,65,8013,1444364,181,179,180
2104,9/19/2012,46,10568,1907189,182,177,182
2105,9/18/2012,37,2338,418066,183,175,180
2106,9/17/2012,36,3239,566717,177,173,177
2107,9/16/2012,38,3274,568210,175,172,175
2108,9/13/2012,22,2968,512518,173,171,173
2109,9/12/2012,33,3222,552452,172,171,171
2110,9/11/2012,25,1662,284433,172,170,172
2111,9/10/2012,44,5097,870547,172,166,172
2112,9/9/2012,82,5013,856792,172,170,171
2113,9/6/2012,68,7102,1207410,171,170,170
2114,9/5/2012,26,2370,403420,172,170,170
2115,9/4/2012,50,5642,957458,170,168,170
2116,9/3/2012,41,4178,719780,175,171,171
2117,9/2/2012,52,2866,489510,172,170,171
2118,8/30/2012,32,1905,327625,173,170,171
2119,8/29/2012,33,6758,1185158,176,173,176
2120,8/28/2012,51,7405,1315960,180,173,177
2121,8/27/2012,51,3340,585390,177,174,175
2122,8/26/2012,74,10162,1747933,174,165,173
2123,8/23/2012,31,3162,518253,167,162,165
2124,8/22/2012,49,4219,694872,167,161,165
2125,8/21/2012,38,5218,872531,175,164,166
2126,8/19/2012,42,5601,963445,175,170,173
2127,8/16/2012,52,5649,963562,176,166,170
2128,8/15/2012,30,4533,745798,166,161,163
2129,8/14/2012,26,1990,331980,168,165,166
2130,8/13/2012,41,3464,565610,168,160,168
2131,8/12/2012,34,3111,526901,179,167,171
2132,8/8/2012,93,6744,1193276,179,170,179
2133,8/7/2012,52,4255,766179,184,174,176
2134,8/6/2012,62,5741,1041584,183,180,181
2135,8/5/2012,51,4178,756789,184,178,181
2136,8/1/2012,81,6479,1164471,182,174,180
2137,7/31/2012,52,4757,830988,182,168,176
2138,7/30/2012,99,7450,1264553,172,163,171
2139,7/29/2012,59,4932,816039,174,161,166
2140,7/26/2012,75,4910,865984,181,175,177
2141,7/25/2012,107,10548,1941772,187,181,184
2142,7/24/2012,100,7364,1373111,190,181,190
2143,7/23/2012,140,13375,2595472,198,189,190
2144,7/22/2012,149,19689,3862081,200,187,192
2145,7/19/2012,161,21519,3981231,198,176,198
2146,7/18/2012,91,8985,1579465,186,170,186
2147,7/17/2012,98,12061,2022192,175,161,171
2148,7/16/2012,113,12898,2056829,162,150,162
2149,7/15/2012,23,1722,264957,156,151,156
2150,7/12/2012,48,3977,603820,156,149,151
2151,7/11/2012,45,3631,547862,152,148,152
2152,7/10/2012,28,3747,562915,153,148,150
2153,7/9/2012,29,3893,580402,150,144,148
2154,7/8/2012,33,2338,339189,148,143,144
2155,7/5/2012,29,3056,440599,145,142,145
2156,7/4/2012,30,3868,552017,146,140,146
2157,7/3/2012,12,880,123560,141,140,141
2158,7/2/2012,23,3256,461850,145,140,141
2159,7/1/2012,45,3643,511666,142,140,142
2160,6/28/2012,36,2876,405460,142,139,140
2161,6/27/2012,28,2422,335010,140,132,140
2162,6/26/2012,35,2036,276849,138,134,136
2163,6/25/2012,24,1760,240479,140,133,140
2164,6/21/2012,18,1170,159205,137,135,136
2165,6/20/2012,24,1361,181782,136,132,134
2166,6/19/2012,20,1549,205401,133,131,132
2167,6/18/2012,28,2589,339342,133,130,133
2168,6/17/2012,32,2426,319452,136,128,134
2169,6/14/2012,33,1912,261330,139,133,136
2170,6/13/2012,76,8518,1212358,146,138,141
2171,6/12/2012,36,4983,700086,142,139,140
2172,6/11/2012,67,4583,639992,142,136,140
2173,6/10/2012,103,8139,1121181,140,133,138
2174,6/7/2012,30,2120,272620,134,122,131
2175,6/6/2012,21,1331,169046,131,125,126
2176,6/5/2012,37,2968,396926,135,131,133
2177,6/4/2012,55,3705,505703,141,130,133
2178,6/3/2012,21,1647,216171,140,125,140
2179,5/31/2012,17,1231,151903,128,119,128
2180,5/30/2012,73,4480,557981,132,121,121
2181,5/29/2012,50,3959,531126,146,134,134
2182,5/27/2012,55,6836,998739,153,140,148
2183,5/24/2012,70,7754,1084486,143,133,143
2184,5/23/2012,10,905,123926,141,133,133
2185,5/22/2012,84,8963,1252988,143,133,143
2186,5/21/2012,40,3222,451680,145,138,139
2187,5/20/2012,48,6548,909268,142,134,139
2188,5/17/2012,66,6469,933133,147,141,141
2189,5/16/2012,1,150,20850,139,139,139
2190,5/15/2012,8,696,92212,137,127,137
2191,5/14/2012,54,5092,635763,130,121,125
2192,5/13/2012,41,3133,415883,137,130,132
2193,5/10/2012,60,11243,1556324,142,129,139
2194,5/9/2012,65,7062,996321,148,133,142
2195,5/8/2012,24,2332,321736,142,136,142
2196,5/7/2012,5,183,24522,134,134,134
2197,5/3/2012,4,241,31510,132,130,132
2198,5/2/2012,18,980,129220,140,128,128
2199,4/30/2012,65,5694,813164,153,135,140
2200,4/29/2012,83,8923,1328959,159,141,150
2201,4/26/2012,63,8831,1274199,148,137,148
2202,4/25/2012,1,70,9450,135,135,135
2203,4/24/2012,3,100,12700,129,125,129
2204,4/22/2012,19,1560,192010,124,122,123
2205,4/19/2012,41,4668,576322,128,120,122
2206,4/18/2012,23,3301,408208,128,120,124
2207,4/17/2012,14,1789,235440,133,130,130
2208,4/16/2012,12,833,109229,135,125,135
2209,4/15/2012,22,2514,301404,124,116,123
2210,4/12/2012,13,683,75303,114,108,114
2211,4/11/2012,14,2180,233710,110,107,107
2212,4/10/2012,16,1313,138808,106,104,106
2213,4/9/2012,16,921,97896,107,105,106
2214,4/8/2012,20,1051,111356,106,105,106
2215,4/5/2012,15,680,71490,106,105,106
2216,4/4/2012,19,3550,376180,106,105,105
2217,4/3/2012,10,680,72080,106,106,106
2218,4/2/2012,11,1275,133865,106,104,105
2219,4/1/2012,36,1762,185480,106,105,106
2220,3/29/2012,23,1395,148120,108,105,105
2221,3/28/2012,35,1615,169040,106,104,106
2222,3/27/2012,7,270,27830,105,102,103
2223,3/26/2012,30,2082,221133,107,103,107
2224,3/25/2012,14,920,95370,106,102,106
2225,3/21/2012,14,1257,129261,106,101,104
2226,3/20/2012,33,4107,416910,103,101,101
2227,3/19/2012,8,311,32483,105,102,102
2228,3/15/2012,12,842,85504,103,101,103
2229,3/14/2012,16,793,82513,105,103,103
2230,3/13/2012,22,1321,137985,106,104,104
2231,3/12/2012,20,1022,106572,107,102,106
2232,3/11/2012,17,754,79584,106,105,106
2233,3/6/2012,17,2124,225526,107,105,105
2234,3/5/2012,11,460,49660,109,107,107
2235,3/4/2012,27,1451,155189,109,104,109
2236,3/1/2012,36,2300,249002,109,107,108
2237,2/29/2012,17,1030,111630,109,108,108
2238,2/28/2012,29,2204,238530,110,107,109
2239,2/27/2012,15,1285,139322,109,107,108
2240,2/26/2012,28,2747,293109,109,105,107
2241,2/23/2012,15,1230,132700,109,107,109
2242,2/21/2012,19,631,68289,109,108,109
2243,2/16/2012,5,550,59100,109,107,108
2244,2/15/2012,5,276,30410,111,110,111
2245,2/14/2012,13,1961,211790,110,107,109
2246,2/13/2012,33,1992,216906,111,107,108
2247,2/12/2012,20,1309,142115,109,108,109
2248,2/9/2012,11,920,100990,110,109,109
2249,2/8/2012,7,386,42300,110,109,110
2250,2/7/2012,20,2091,227290,110,107,110
2251,2/6/2012,15,992,109391,111,110,111
2252,2/5/2012,24,1611,176945,111,109,110
2253,2/2/2012,35,3946,442100,113,111,111
2254,2/1/2012,27,1833,203887,113,110,111
2255,1/31/2012,30,2291,254352,114,110,110
2256,1/29/2012,60,4200,473960,114,111,112
2257,1/26/2012,19,1060,118750,114,110,112
2258,1/25/2012,13,1170,130710,114,111,114
2259,1/23/2012,25,1650,187270,115,111,112
2260,1/22/2012,50,4484,522708,118,115,117
2261,1/19/2012,10,411,47745,117,115,117
2262,1/18/2012,31,2190,253740,118,114,118
2263,1/17/2012,13,866,96445,114,110,113
2264,1/16/2012,16,1049,116985,112,111,111
2265,1/12/2012,16,3102,344864,112,110,112
2266,1/11/2012,31,2477,277012,112,111,112
2267,1/10/2012,7,549,62007,114,112,112
2268,1/9/2012,19,1710,190718,113,111,111
2269,1/8/2012,61,3240,369120,115,113,114
2270,1/5/2012,12,775,87595,114,112,113
2271,1/4/2012,57,3220,369040,115,113,114
2272,1/3/2012,7,490,56130,116,114,115
2273,1/2/2012,9,551,64227,118,115,118
2274,1/1/2012,15,1111,125973,115,113,114
2275,12/29/2011,28,1699,193297,116,112,115
2276,12/28/2011,5,250,28250,113,113,113
2277,12/27/2011,13,1405,159578,114,113,114
2278,12/26/2011,5,1702,191866,114,112,113
2279,12/22/2011,4,210,24120,116,114,116
2280,12/21/2011,15,1397,159698,116,113,116
2281,12/20/2011,8,1011,114544,115,113,113
2282,12/19/2011,9,1228,141948,116,113,113
2283,12/18/2011,10,651,73614,115,112,114
2284,12/15/2011,27,2866,327977,115,113,114
2285,12/14/2011,24,1225,139440,116,113,114
2286,12/13/2011,37,2102,238809,115,113,114
2287,12/12/2011,23,1087,123949,115,114,115
2288,12/11/2011,15,1249,142286,115,113,115
2289,12/8/2011,43,3872,445802,117,114,117
2290,12/7/2011,74,5809,668048,117,114,114
2291,12/6/2011,1,30,3570,119,119,119
2292,12/5/2011,2,20,2440,123,121,121
2293,11/29/2011,11,723,86474,125,117,125
2294,11/28/2011,2,61,7168,118,117,118
2295,11/27/2011,40,2513,295234,119,116,119
2296,11/24/2011,22,1499,175671,119,114,117
2297,11/23/2011,9,410,48010,118,117,117
2298,11/22/2011,15,1141,133767,118,117,117
2299,11/21/2011,23,1461,172188,118,117,118
2300,11/20/2011,26,2545,297845,118,115,118
2301,11/17/2011,14,734,86866,120,118,118
2302,11/16/2011,20,1400,166860,120,118,120
2303,11/15/2011,21,1157,138490,121,118,119
2304,11/14/2011,12,2691,314662,122,114,122
2305,11/13/2011,20,1164,139094,120,118,120
2306,11/10/2011,44,3122,368686,119,118,119
2307,11/9/2011,21,1182,139809,120,118,118
2308,11/8/2011,41,2100,247629,120,117,119
2309,11/6/2011,45,3883,468994,131,120,120
2310,11/3/2011,73,5625,739865,135,131,133
2311,11/2/2011,5,110,13870,129,121,129
2312,10/31/2011,20,1262,148740,119,116,119
2313,10/30/2011,22,9320,1127600,121,120,120
2314,10/25/2011,19,1244,146192,119,114,119
2315,10/24/2011,25,1190,138420,118,115,116
2316,10/23/2011,18,1908,221180,117,115,115
2317,10/20/2011,11,956,111213,118,114,116
2318,10/19/2011,16,820,95940,117,117,117
2319,10/18/2011,18,991,115077,117,115,116
2320,10/17/2011,24,1261,147132,117,115,117
2321,10/16/2011,16,1400,164296,119,116,117
2322,10/13/2011,40,3345,391615,119,116,118
2323,10/12/2011,12,974,113308,118,115,118
2324,10/10/2011,22,781,92063,120,116,120
2325,10/2/2011,7,320,37210,117,115,117
2326,9/29/2011,16,1062,125124,119,117,118
2327,9/27/2011,23,1650,195440,119,118,118
2328,9/26/2011,23,1155,136110,120,115,120
2329,9/25/2011,34,2124,249661,120,116,120
2330,9/22/2011,26,1230,145130,120,116,118
2331,9/21/2011,10,683,79911,117,117,117
2332,9/20/2011,9,571,68039,120,118,118
2333,9/19/2011,10,403,47168,118,116,117
2334,9/18/2011,17,992,116181,120,115,116
2335,9/15/2011,17,845,101020,120,118,120
2336,9/14/2011,20,1880,221098,119,116,117
2337,9/13/2011,31,1498,174718,118,114,118
2338,9/12/2011,22,1934,231304,121,119,119
2339,9/8/2011,14,1120,134020,121,119,121
2340,9/7/2011,39,3400,411001,122,119,120
2341,9/6/2011,54,3800,457550,121,118,121
2342,9/5/2011,29,2152,259129,123,118,120
2343,9/4/2011,21,1402,171368,125,120,125
2344,9/1/2011,31,1452,180419,126,123,125
2345,8/30/2011,8,490,60280,124,122,122
2346,8/29/2011,6,435,54250,126,123,124
2347,8/28/2011,7,281,35507,127,126,126
2348,8/25/2011,32,1662,205859,126,122,126
2349,8/24/2011,16,1351,169857,127,125,126
2350,8/23/2011,79,6027,757268,127,124,127
2351,8/22/2011,20,1000,127000,127,127,127
2352,8/18/2011,12,772,98506,128,127,128
2353,8/17/2011,31,2452,313314,130,126,130
2354,8/16/2011,11,827,104729,127,125,126
2355,8/15/2011,34,2387,300965,129,121,127
2356,8/11/2011,16,1547,190621,125,121,123
2357,8/10/2011,21,1838,228763,125,123,125
2358,8/9/2011,46,3006,371852,126,123,123
2359,8/8/2011,44,2076,259460,127,124,125
2360,8/7/2011,11,685,85519,126,123,125
2361,8/4/2011,3,110,13740,126,124,126
2362,8/3/2011,20,1425,177475,126,123,123
2363,8/2/2011,22,2112,264385,126,125,125
2364,8/1/2011,11,1030,128640,126,123,126
2365,7/31/2011,30,2491,312693,129,122,125
2366,7/28/2011,23,1146,149697,132,128,128
2367,7/27/2011,26,1932,249358,132,125,132
2368,7/26/2011,4,400,50240,127,125,127
2369,7/25/2011,24,1130,145160,129,126,129
2370,7/24/2011,34,3830,491580,132,127,130
2371,7/21/2011,16,1540,201150,132,129,132
2372,7/20/2011,21,2761,364712,134,132,132
2373,7/19/2011,19,1450,192560,134,128,132
2374,7/18/2011,2,60,7920,132,132,132
2375,7/14/2011,15,911,118613,133,130,130
2376,7/13/2011,22,1322,173152,133,129,131
2377,7/12/2011,26,4396,549060,127,124,127
2378,7/11/2011,40,2172,267740,127,122,127
2379,7/10/2011,20,1940,244210,127,125,125
2380,7/7/2011,22,953,119940,128,124,125
2381,7/6/2011,22,1475,184107,127,124,125
2382,7/5/2011,14,1253,153713,126,120,126
2383,7/4/2011,34,2659,348714,138,126,126
2384,6/29/2011,4,220,30800,140,140,140
2385,6/26/2011,9,670,100360,151,147,147
2386,6/23/2011,10,661,94663,147,138,147
2387,6/21/2011,10,632,86886,139,136,136
2388,6/20/2011,24,2816,373640,135,130,134
2389,6/19/2011,7,523,66758,130,126,130
2390,6/16/2011,12,541,66591,124,121,124
2391,6/15/2011,16,1069,125961,121,115,121
2392,6/14/2011,7,640,74480,117,115,117
2393,6/13/2011,19,1601,189667,121,117,117
2394,6/12/2011,25,1031,123239,122,118,120
2395,6/9/2011,23,1656,190891,120,114,120
2396,6/8/2011,8,270,31540,118,116,118
2397,6/7/2011,24,2242,268962,122,118,118
2398,6/6/2011,19,816,101444,127,122,122
2399,6/5/2011,10,930,118940,129,126,126
2400,6/2/2011,57,3753,483975,130,128,129
2401,6/1/2011,15,1013,130927,131,128,128
2402,5/31/2011,30,1623,209534,132,126,132
2403,5/30/2011,18,1283,167103,132,128,130
2404,5/26/2011,6,590,76010,129,128,129
2405,5/25/2011,16,690,89350,130,128,128
2406,5/24/2011,55,2801,362950,132,128,132
2407,5/23/2011,77,4281,560579,133,128,130
2408,5/22/2011,34,1918,248828,131,128,131
2409,5/19/2011,42,2307,304895,135,127,131
2410,5/18/2011,22,1703,223392,136,128,133
2411,5/16/2011,47,3382,445266,138,130,138
2412,5/15/2011,41,3412,448352,132,130,131
2413,5/12/2011,12,741,95643,131,127,130
2414,5/11/2011,8,400,50780,129,126,129
2415,5/10/2011,21,1013,126395,126,124,125
2416,5/9/2011,4,840,102720,124,122,124
2417,5/8/2011,43,4485,563061,131,121,124
2418,5/5/2011,21,931,116584,126,124,125
2419,5/4/2011,49,2484,312736,127,124,126
2420,5/3/2011,22,1120,140240,127,123,127
2421,5/2/2011,34,2030,245810,123,119,123
2422,4/28/2011,19,2299,283012,125,122,124
2423,4/27/2011,51,3367,406887,125,119,121
2424,4/26/2011,2,70,8540,122,122,122
2425,4/25/2011,37,3265,403300,124,122,122
2426,4/21/2011,35,2040,255070,128,123,124
2427,4/20/2011,49,3022,381832,128,125,126
2428,4/19/2011,23,866,107182,128,120,126
2429,4/18/2011,38,2651,329486,126,121,122
2430,4/17/2011,22,1650,207460,127,125,125
2431,4/13/2011,2,60,7620,127,127,127
2432,4/11/2011,23,3030,388690,129,126,128
2433,4/10/2011,28,1531,194797,128,126,128
2434,4/7/2011,17,825,105890,130,126,128
2435,4/6/2011,75,5221,672814,131,125,131
2436,4/5/2011,22,1828,236055,130,126,128
2437,4/4/2011,40,2927,378740,132,126,131
2438,3/31/2011,15,1475,191490,134,127,132
2439,3/30/2011,22,1261,161332,129,125,129
2440,3/29/2011,11,1390,178760,129,127,127
2441,3/28/2011,15,1288,169336,134,130,130
2442,3/27/2011,29,2110,284040,135,134,134
2443,3/24/2011,27,2560,342820,135,132,135
2444,3/23/2011,43,3116,415035,136,129,133
2445,3/22/2011,50,6757,906654,136,130,135
2446,3/21/2011,24,1587,209205,135,129,135
2447,3/20/2011,21,1507,198979,134,131,133
2448,3/17/2011,52,4051,522416,133,126,132
2449,3/16/2011,55,3052,397264,132,128,130
2450,3/15/2011,67,5050,668780,135,128,130
2451,3/14/2011,71,3970,537450,137,133,135
2452,3/13/2011,48,2767,374405,137,135,136
2453,3/10/2011,28,2252,308112,139,134,134
2454,3/9/2011,32,1910,261000,137,135,135
2455,3/7/2011,24,4630,618770,137,130,137
2456,3/3/2011,7,376,50790,136,133,136
2457,3/1/2011,96,4755,610390,131,124,131
2458,2/28/2011,23,1492,196608,134,128,132
2459,2/27/2011,35,2220,298900,136,134,135
2460,2/24/2011,7,611,82165,136,134,136
2461,2/23/2011,28,2680,361050,136,132,135
2462,2/22/2011,22,1587,213145,137,133,133
2463,2/21/2011,26,2290,315330,139,135,135
2464,2/20/2011,33,3920,541250,139,138,139
2465,2/17/2011,28,1957,269835,140,136,139
2466,2/16/2011,39,2565,354730,141,136,139
2467,2/15/2011,42,1835,253553,139,138,138
2468,2/14/2011,68,5028,691221,141,135,138
2469,2/13/2011,43,2561,359678,142,137,138
2470,2/10/2011,23,1568,225960,146,142,142
2471,2/9/2011,40,2377,340019,145,140,145
2472,2/8/2011,40,3470,495120,144,141,143
2473,2/7/2011,81,5215,733936,142,139,141
2474,2/6/2011,70,3810,541380,147,138,139
2475,2/3/2011,55,4730,651206,140,137,140
2476,2/2/2011,44,2411,335795,143,135,137
2477,2/1/2011,138,9665,1361313,143,138,141
2478,1/31/2011,1,148,21164,143,143,143
2479,1/24/2011,62,3781,524957,143,137,143
2480,1/23/2011,25,1635,221869,137,134,137
2481,1/20/2011,51,3307,443288,135,133,135
2482,1/19/2011,77,4558,617808,137,133,135
2483,1/18/2011,106,11563,1556878,137,132,135
2484,1/17/2011,134,7990,1079380,136,132,135
2485,1/16/2011,83,4369,598543,140,134,136
2486,1/13/2011,53,3867,540098,140,138,138
2487,1/12/2011,43,3193,446698,141,139,141
2488,1/11/2011,57,3488,484135,142,136,142
2489,1/10/2011,94,7614,1054338,142,137,141
2490,1/9/2011,12,1532,212038,140,136,139
2491,1/6/2011,13,590,80520,140,132,140
2492,1/5/2011,72,5588,763980,140,132,132
2493,1/4/2011,110,5048,696161,139,133,139
2494,1/3/2011,99,4292,588806,140,135,137
2495,1/2/2011,193,10768,1516505,145,134,136
2496,12/29/2010,20,1534,219067,144,142,143
2497,12/28/2010,52,3520,493100,142,139,142
2498,12/27/2010,15,978,137180,142,138,140
2499,12/26/2010,21,2626,361614,140,135,140
2500,12/23/2010,54,3227,437240,137,134,135
2501,12/22/2010,16,731,98235,136,133,134
2502,12/20/2010,136,8991,1233116,138,134,134
2503,12/19/2010,88,6516,868344,136,131,136
2504,12/16/2010,76,3645,491630,136,132,136
2505,12/15/2010,43,3341,452814,137,133,134
2506,12/14/2010,81,6063,836884,139,137,137
2507,12/13/2010,131,7755,1053377,137,134,137
2508,12/12/2010,195,11296,1528509,138,132,137
2509,12/9/2010,116,5690,776550,139,133,137
2510,12/8/2010,67,3925,527559,136,133,135
2511,12/7/2010,68,4186,565826,143,131,138
2512,12/6/2010,11,1098,153720,145,138,145
2513,12/5/2010,166,9343,1315346,144,138,138
2514,12/2/2010,53,2779,420695,157,144,144
2515,12/1/2010,106,4971,764533,157,148,152
2516,11/30/2010,66,5139,809318,160,153,155
2517,11/29/2010,68,2778,445990,163,155,156
2518,11/28/2010,87,4635,750478,168,160,160
2519,11/25/2010,212,11689,1939184,171,160,171
2520,11/24/2010,85,4943,807202,166,161,165
2521,11/23/2010,110,10742,1762404,166,160,163
2522,11/22/2010,118,7358,1184245,165,158,162
2523,11/21/2010,205,14538,2341662,164,160,162
2524,11/18/2010,55,3731,606942,165,160,161
2525,11/16/2010,58,2641,425761,164,159,162
2526,11/15/2010,66,3983,638991,162,158,160
2527,11/14/2010,67,3445,572117,172,162,163
2528,11/11/2010,91,6535,1070702,169,160,166
2529,11/10/2010,132,7474,1196190,167,151,161
2530,11/9/2010,90,5893,918594,159,148,159
2531,11/4/2010,113,5401,812241,154,147,153
2532,11/3/2010,142,9278,1370838,151,146,149
2533,11/2/2010,79,6760,984030,147,142,145
2534,10/31/2010,178,8172,1171563,149,138,145
2535,10/28/2010,235,21662,3083634,148,135,145
2536,10/27/2010,147,9094,1219470,135,132,135
2537,10/26/2010,37,3381,462856,138,134,135
2538,10/25/2010,57,3285,446125,137,132,136
2539,10/24/2010,44,2628,349110,135,130,134
2540,10/21/2010,11,590,77860,134,131,134
2541,10/13/2010,3,890,119080,135,133,134
2542,10/12/2010,17,881,116141,133,129,133
2543,10/11/2010,18,4120,539510,135,129,130
2544,10/10/2010,65,2830,377270,136,132,135
2545,10/7/2010,125,9889,1283213,134,126,132
2546,10/6/2010,100,6423,820120,130,124,126
2547,10/5/2010,73,7513,937876,130,121,130
2548,10/3/2010,120,8420,1008915,121,117,119
2549,9/30/2010,23,1912,227420,120,117,119
2550,9/29/2010,37,2561,303913,120,117,119
2551,9/28/2010,46,2682,320390,120,119,119
2552,9/27/2010,179,10433,1244008,122,116,119
2553,9/26/2010,116,9541,1147868,122,117,121
2554,9/23/2010,149,8417,989808,120,117,120
2555,9/21/2010,101,7160,830220,118,115,116
2556,9/20/2010,42,2346,274976,119,116,118
2557,9/19/2010,43,2648,315171,120,116,118
2558,9/16/2010,69,5280,623010,122,116,120
2559,9/15/2010,61,6887,798944,122,115,117
2560,9/14/2010,59,2870,332967,118,114,116
2561,9/13/2010,87,7300,855484,119,116,116
2562,9/12/2010,92,4914,575759,120,115,118
2563,9/9/2010,228,16348,1895632,123,113,122
2564,9/8/2010,51,2637,331095,136,125,125
2565,9/7/2010,74,3739,521762,150,138,138
2566,9/6/2010,8,100,15690,166,153,153
2567,9/5/2010,3,30,5160,175,169,169
2568,9/2/2010,6,60,11130,193,178,178
2569,8/31/2010,6,60,12210,213,196,196
2570,8/30/2010,6,60,13620,237,217,217
2571,8/29/2010,2,20,4860,245,241,241
2572,8/26/2010,2,40,10150,255,250,250
